weather_severity,geopolitical_risk,route_complexity,carrier_reliability,port_congestion,seasonal_demand,lead_time_variance,supplier_risk_score,customs_complexity,historical_disruptions,disrupted
3,3.0,2.2635133333333335,4.25,4.999360785601718,4.0,2.894672160621125,3.5266269293655803,5.110897089495504,2.2285806876593894,0
3,6.5,5.304266666666666,4.89,5.689311536089614,6.0,1.8963521272261272,2.86205122296706,5.301593423682087,1.5867673658286146,0
8,4.9,6.060006666666667,3.91,3.8775675175910167,4.0,1.1264544800070744,3.816662901390457,3.289829648431437,3.0166164628045786,1
0,3.7,0.7823533333333333,4.459999999999999,3.954000297779133,6.0,1.6477360812146347,2.773846657157305,4.285945884789212,2.75144704580358,0
8,6.5,6.206266666666666,1.0699999999999998,3.3982556860275337,7.0,2.1302704239413606,2.0566728837938775,4.284517881738601,2.1522867491680793,0
3,9.5,1.9817333333333333,4.4399999999999995,3.951036600963995,4.0,2.860445253632378,3.412266434264475,6.38824938268608,1.2347899375261486,1
8,0.4,0.9621666666666666,1.3800000000000001,2.989802724562204,4.0,1.5821002472549242,2.7063017738754462,3.4656412337288462,3.4738656102406518,1
5,9.2,9.505893333333333,3.0700000000000003,2.2214763634906673,10.0,3.897380247335654,3.9875496272421516,6.123237021813952,2.9669429189948415,1
5,6.1,9.667773333333333,4.63,4.65697684814516,4.0,2.3959497479972254,2.1754454598318627,4.498068598112886,1.3183910061638442,0
3,8.1,8.14784,0.9399999999999997,5.003154676140812,10.0,3.978435861891422,3.7936280816483414,4.623905765765951,3.6748943145230184,0
10,3.8,3.277933333333333,2.0999999999999996,2.0953705355714987,7.0,3.577059195514387,4.222802590917657,3.7095887103359506,3.127997033730523,1
8,4.7,1.2775,3.8200000000000003,3.0274792663767256,4.0,2.4284188694983375,3.5077440850761663,3.9577575551861015,1.7272237992351842,1
5,8.7,6.947586666666666,0.5300000000000005,5.004617695484273,6.0,1.5393935372063834,3.1861746224981653,5.735185087778607,2.253763282662635,1
8,4.1,4.58814,4.77,3.5649313202558006,10.0,2.4980977698875906,4.045065222709132,4.027471413947879,1.0747100061906418,1
3,5.3,1.5130333333333335,3.99,4.136521679701723,4.0,3.3845435012066694,3.1669154125194803,5.479611795330447,2.220074293704533,1
8,0.2,5.120046666666666,1.24,5.087445039695093,4.0,4.3096129101733975,4.479872601977007,5.294737368454436,2.93114293672274,1
3,1.6,0.6657533333333333,1.4500000000000002,2.5913854440537647,4.0,3.015868077564349,2.520721392138839,5.507420835620669,1.7945623301818654,0
3,6.4,9.123433333333333,3.55,3.0085227155808494,4.0,3.9592123957839265,2.178047147157011,3.476874125790233,2.810514590595135,0
8,7.2,2.834873333333334,4.6899999999999995,3.5598867667042695,4.0,4.300423331194818,4.8601935765081725,6.084917459370153,1.54208298045608,1
5,5.8,6.737713333333333,0.7099999999999995,5.753095853128751,10.0,1.1089166411477436,3.424527814498898,6.715064097108623,2.6619845287085324,1
8,1.4,3.34654,3.4299999999999997,3.4963136534580284,6.0,1.828469567047693,3.443041323618945,5.408606766176933,3.663940590538403,1
5,4.5,5.36066,4.0200000000000005,4.362632814680045,6.0,2.632512759220944,2.0598640709465914,6.44552291438031,3.494156455703042,1
10,3.6,5.6182,2.42,4.974838779941097,4.0,4.885976242600488,4.7446372160984,3.4056450828316907,3.267273756410605,1
10,5.0,2.12026,0.4500000000000004,5.4182591649882,4.0,1.1025911960673995,2.3466170878315444,6.118708786834981,1.0378375114935172,1
3,8.7,9.705986666666666,4.779999999999999,2.0690048810812316,5.0,3.9514428837396327,2.8515080883304504,5.50100067165407,3.6827083381130676,0
5,7.8,7.826286666666667,1.17,2.8117439510228417,4.0,1.1399553554588606,3.321444167221963,5.450861776819911,2.52132875784629,0
10,0.8,9.415153333333333,2.1399999999999997,3.8275149511462123,4.0,4.030548506576262,3.6066058131484047,5.348531637160454,2.2546159505807006,1
10,8.9,8.983333333333333,2.87,2.9785526795076596,4.0,1.7031182701908971,3.3301678946520736,5.673217800637884,1.9268712343708216,1
8,4.7,6.113033333333333,1.28,4.750316382229515,5.0,1.7701176056015528,3.0628249026014727,5.891550060506386,1.5949393802748022,1
5,7.4,9.244786666666666,0.17000000000000015,4.580117735855862,7.0,3.1213222375264875,3.569220012382961,5.580450131377875,2.0003946105226444,1
5,1.4,1.18876,3.85,4.975056565225735,7.0,4.955929645276094,2.099828737016817,3.7175793509498423,2.9078054683176253,0
8,6.7,2.2278333333333333,4.28,5.5488200182786525,6.0,3.8087050159497315,4.9231595117271265,6.209889083458855,2.5506841680968915,0
5,2.4,0.7705333333333333,0.4400000000000004,3.4687724672421196,4.0,1.067290196764945,3.146158951524669,3.138068621870738,3.7140498253864562,0
3,4.4,3.4781933333333335,1.6600000000000004,3.868197980318365,6.0,2.363890206188912,3.288401310608774,3.6245682510889727,2.3811977341037336,0
3,0.2,4.0905466666666666,2.8100000000000005,2.8642357639297287,5.0,3.009466691732174,4.215563202281458,5.350664851042499,2.5212964176184816,0
10,1.5,2.9563733333333335,2.13,4.227805913483223,10.0,4.443858705608519,3.695490928462328,3.9203179939916586,2.2267398190644943,1
5,0.9,8.34446,1.27,3.417942406483306,4.0,1.2193851783438272,2.16108101852703,5.178527393196864,3.5952726498684697,0
8,2.4,3.781946666666667,1.13,4.6303815589960315,4.0,3.081596835830925,4.8171298654264625,3.089234287906886,2.065931153254044,0
0,1.0,3.0490333333333335,0.40000000000000036,3.705432670977369,8.0,1.9319498794898293,3.3721004910108183,5.0120151014715635,2.2913397828734254,0
8,6.9,5.579393333333334,2.87,2.788193074593811,6.0,1.9436761309980133,2.581208965566687,6.2136201618696205,1.1357417444669227,1
3,0.3,1.6956,3.53,3.7456693366618903,7.0,4.607099944664714,2.7350422398222896,6.466730850415205,1.4430478367615782,0
0,6.2,8.087906666666667,1.8000000000000005,5.6698041341137655,4.0,3.038147512399694,2.3319493277836942,5.080355045761824,3.8727079462710483,0
5,1.4,1.0539866666666666,2.9200000000000004,3.43497387534024,6.0,1.4965911787820962,2.868041218364973,5.37003761227844,3.1555077003789753,1
3,9.5,9.873240000000001,2.0299999999999994,3.509171073235644,4.0,3.4844648782956966,2.015359446702944,3.9470101097315977,2.40254516444529,0
3,9.3,7.7983666666666664,2.9000000000000004,4.358455679565459,4.0,2.1735798880744404,4.422514110923865,6.36779664204251,1.7882757612290627,1
5,2.3,2.254253333333333,4.24,3.6214744683222104,7.0,2.3586593741128112,2.5115992427081535,6.291315313801234,3.2261644567725236,0
10,6.1,0.38671333333333335,2.6500000000000004,5.470591498141694,4.0,2.477975689174602,4.251839354954209,3.330925395681074,2.4121989457753568,1
5,0.3,8.216126666666668,1.5500000000000003,2.1362625121317746,7.0,3.7183401775271543,2.563257307426281,6.862442914620793,2.3260012740937728,0
8,9.3,7.166286666666667,0.9999999999999998,4.04406425983666,4.0,4.405157197162859,3.3615236773302373,6.874085506156467,1.0851321798906333,1
8,5.2,7.3804,2.5300000000000002,2.779319948536032,4.0,2.61670426135575,4.088109460515583,5.034682549472344,1.3387126269599947,1
5,0.4,7.788946666666667,4.17,5.2426837037615615,4.0,2.242874421951458,4.21081277418888,6.777789357999217,3.083547789566596,0
8,3.4,1.0491000000000001,2.9300000000000006,5.8477414916869215,10.0,3.757319886218558,2.3285113917083455,3.4928075217604717,2.2206004512293975,1
3,0.8,3.7985,1.0699999999999998,3.1898805075123473,6.0,2.4848252198736094,4.111176588322987,5.728798895421027,2.991515425337399,0
10,3.9,1.4534,2.9400000000000004,4.5646087901552175,8.0,4.397330135373103,3.715805741234566,4.33491792754963,1.5522970691702456,1
8,6.7,8.676666666666666,1.5200000000000002,2.51088604428253,6.0,2.125964439545526,2.1605273286383713,4.297340672996887,3.7119853566640266,1
10,4.7,6.358546666666666,2.46,3.148415689264465,10.0,2.0115368902912842,2.0705505544332046,5.212893080053606,1.4014128482118808,1
3,3.8,3.5320133333333334,3.79,4.11288172461027,8.0,1.4109063911185977,3.8514235793390075,4.835371264032531,3.915545295853403,1
5,1.2,0.9477333333333333,1.0199999999999998,5.97369256088947,7.0,2.1251223303705356,4.918726123063944,3.3425529015992677,1.9750320322064006,0
10,2.4,3.339493333333333,4.58,3.9488749088762,4.0,4.721050833992676,3.323572009588246,3.2012940183436474,1.8910580557448617,1
0,1.0,3.476773333333333,2.38,4.691827785550884,6.0,3.941506011814997,2.788334823258864,6.206965567015852,3.4288855888248033,1
3,8.1,7.386193333333334,3.96,5.523042784159207,7.0,2.3350414177603858,2.4926629313128696,3.8624797848141585,3.042718251234405,0
0,1.4,6.496386666666667,4.66,2.273372761052427,4.0,1.2603399471647587,4.648292306544544,5.56541054699972,1.1785096248366265,0
3,6.0,8.90972,2.49,3.4052185401993316,4.0,4.889796677742038,3.953718215516646,4.1774932806427625,1.6318170470953637,1
10,3.4,4.89808,2.5,3.3916346807530067,6.0,2.0374154206460426,4.998839216598851,5.726480415908429,3.5353392805307,1
5,2.3,1.4894133333333333,1.4700000000000002,3.4157543995028874,4.0,2.909625137256872,3.8454542392623345,6.453717694358966,2.5571535601330284,1
8,6.4,7.228033333333332,1.28,2.0368436319616463,4.0,1.032167923994297,4.714489506046246,6.112494714932037,2.5586449128508737,1
10,4.6,7.687586666666666,1.36,3.524238897308633,4.0,4.736693823984304,2.4666684981544904,6.12329851550922,1.9090033725364346,1
3,4.0,5.759013333333334,2.95,4.30259175058874,7.0,1.3449998594818395,2.7026694507975226,5.849877000486105,1.1091354182487305,1
10,5.9,7.786013333333334,1.8400000000000005,4.9856149887118555,7.0,3.200081914131735,2.9962231902964738,4.642371364694587,1.034043974980075,1
5,4.9,5.106693333333333,2.1199999999999997,5.979531656170086,10.0,4.369929419290056,2.7954046283682077,6.330325675597234,3.603225998679133,1
10,3.0,5.38642,2.8900000000000006,5.36823762444602,5.0,1.0700132893904293,4.601613741640191,5.978694072051216,2.2551146742305255,1
10,5.6,4.466226666666667,2.01,5.154378889561467,6.0,3.3313779136951003,4.868271810255959,5.9442119399092945,2.6805327199078093,1
10,6.7,0.5790533333333333,0.26000000000000023,2.306255208803115,10.0,1.37277054933956,4.0496045317995195,6.48893274195254,3.3934968985660667,1
0,0.3,1.3762866666666667,4.04,2.306910924683931,8.0,2.3453129265546626,3.597715654557181,3.386106474313076,3.2265024159337816,0
3,4.7,0.6371466666666666,0.4700000000000004,5.4945101105031275,4.0,4.712176081377406,3.01579530311824,3.1139398075614952,1.2511027456568304,0
0,0.6,6.4853000000000005,4.7299999999999995,5.157731405193248,6.0,2.721548605467741,3.063043202432203,5.37826230552051,3.7833483055231696,1
8,1.9,3.3721066666666664,3.46,4.745888747625955,4.0,1.1097588202626882,3.549347003852148,3.451390802179607,1.7946638825063919,0
5,5.6,5.2495199999999995,3.5599999999999996,4.743543263749971,8.0,1.7977003486410457,2.4367596886031047,4.908340169197665,2.3871293405971965,0
10,8.7,9.106473333333332,1.8700000000000006,4.7991925241430184,4.0,4.08077405132003,4.858713180463889,5.321012208839166,1.6441736599319083,1
0,8.8,2.74316,4.340000000000001,3.987326450512073,7.0,3.8708983303748523,2.4835415919873967,5.818452039779321,3.63352402454563,1
0,0.7,4.300366666666667,0.5900000000000005,4.500461665283906,4.0,1.779045190616416,2.6781967225088064,4.71468847293934,3.124386878148642,0
3,4.2,7.636993333333333,0.8599999999999997,2.2005381747667894,6.0,2.821460051142664,2.7861866856290636,4.728950550764049,2.610096373996253,0
10,5.8,2.545046666666667,1.7400000000000004,5.694290854416558,6.0,2.4159458997913825,4.418405185058168,6.946241369278409,2.1054164569846594,1
5,1.5,1.0774733333333333,2.71,3.5897482044829028,8.0,4.630969778948925,2.0797504835436196,6.221747916088664,2.7317911327696347,0
3,7.7,3.1342666666666665,0.3400000000000003,2.2485113460806434,6.0,4.9021112897042345,3.186627582861816,4.425331837667622,2.52035707117522,1
0,7.4,1.8918066666666666,0.8499999999999996,4.198389144276664,8.0,2.8942774359438737,4.767520730656753,5.812672293301163,1.699237330383889,1
0,9.0,9.320413333333335,2.5,4.730799161482887,4.0,3.986670134206225,4.720053282282262,3.6322715500041003,3.9771681417157443,1
5,0.1,8.145166666666666,1.4900000000000002,3.0540906489085144,4.0,3.184222795492419,4.699366897073715,6.207738660998482,3.151323845598328,0
0,2.2,6.4562333333333335,2.17,3.0246658327349394,7.0,2.814251619220792,4.653437196597215,6.313790216071151,1.2030702572902543,0
3,8.3,8.757453333333334,2.0599999999999996,5.802976184581237,4.0,4.199636467060424,2.2581098841841385,4.4776594503975655,2.4244682291769744,1
5,6.7,8.102166666666667,3.3499999999999996,4.03136245580378,4.0,4.591229036464158,3.8940941544503644,4.755368148151064,1.261243051232267,1
3,8.9,2.1368466666666666,2.6900000000000004,5.9526528932113285,6.0,4.714020821756198,4.734270377886055,6.1745770673243285,2.877018264832099,1
5,0.6,8.961406666666667,4.609999999999999,2.7230297831967722,4.0,2.6111233887623673,3.2386817786245863,6.99099985241107,1.7113187692540586,0
3,6.0,5.546973333333333,3.2099999999999995,5.281138316433424,6.0,4.016143929810997,4.692521771021834,4.699646554051871,2.9575686443702365,1
0,5.7,8.138586666666667,1.5200000000000002,2.527312956935959,5.0,2.2814664763812753,4.43946660928625,6.122928387802078,1.1770452772787154,0
3,0.4,8.995546666666666,0.2300000000000002,4.684141873747455,5.0,2.456795932747584,2.2820307214646487,4.174577302616427,3.765304171575214,0
5,5.1,3.407366666666667,0.18000000000000016,4.70957992604459,6.0,2.6264751079625444,3.0453012179911765,3.7454135571479164,2.941532202044961,1
0,6.1,1.3971666666666667,2.2199999999999998,4.511967612421446,6.0,4.333258297301096,3.774372841674746,5.239470676847038,2.077079880835007,1
0,1.9,2.5367066666666664,1.9699999999999995,4.3573391947299625,4.0,2.00708546642449,2.9812233803962345,4.541285177483962,2.1954494854647084,0
8,2.7,4.46204,4.07,4.095038411495569,6.0,2.7971419505074935,4.773693521487177,3.7572873267774347,1.3531613742533461,1
10,6.4,8.240806666666666,1.5200000000000002,5.161283193876195,4.0,3.5302545950337882,2.1113031054727847,3.6197465591185805,3.5470057157383765,1
10,4.7,8.653726666666667,4.6499999999999995,2.45205871480324,4.0,2.664369590352758,4.193295353586008,5.712326709972505,2.3208142384251937,1
3,8.6,0.40053999999999995,3.58,4.033951208142777,6.0,4.806604405484363,2.5874149545622673,5.25837321625289,2.783476169486641,0
3,3.4,5.27056,1.6600000000000004,3.6438678631902355,4.0,2.7320862562495627,4.8653900025866,5.538333359914461,2.4523030898389475,1
10,2.7,4.368306666666666,3.4499999999999997,4.79868312937824,4.0,2.143480593997308,4.545029967659884,3.379570047209871,2.2130023484704404,1
0,9.8,2.480373333333333,4.75,3.4312287653026377,4.0,3.3324786429836832,2.434008880751771,3.925348667233295,3.228442895574318,0
10,9.1,1.4920333333333335,0.8399999999999996,5.864381620355843,4.0,1.330289959616267,3.9214969081662874,6.468926186168517,3.324851049782851,1
5,0.3,3.5969466666666667,3.4499999999999997,2.7436337357937965,4.0,4.91310774577957,4.987551344657594,6.598759863962275,1.3036221853629604,0
3,7.7,9.448126666666667,4.68,2.0404467061027383,4.0,4.421283119895629,2.4800590706997085,4.378228250025591,1.3858775225716764,1
8,1.1,3.457626666666666,4.63,3.776489747222085,4.0,4.786466225253066,4.932383058494722,4.383372307584683,1.495328650439461,1
10,0.3,5.348306666666667,3.74,3.650907683268716,7.0,4.192511654649065,4.781925118938339,4.703624642253082,1.334053605392994,1
5,2.7,7.12918,4.11,4.0824930692322186,4.0,4.905479688409966,3.4583168361473065,5.169263679759491,2.9500772720765727,0
0,2.7,3.84842,1.13,4.252041742034441,8.0,1.217499988405112,4.338863977367303,3.0214993828378933,3.079509210243245,1
5,8.2,9.727226666666667,3.3899999999999997,2.297093253108419,4.0,2.113745364674269,2.9943757839836995,3.763749845509325,3.2639972720065322,0
0,7.1,9.636993333333333,0.9799999999999998,5.239406074157397,6.0,1.712479385942507,3.826295295214557,3.9917216988178867,3.500609776828363,1
8,9.8,2.7672266666666667,4.130000000000001,4.540027506078274,4.0,3.8679598889218894,3.7365590192600697,6.492579012676558,3.9670902568698425,1
3,7.1,5.140066666666667,2.54,4.974647414484676,4.0,4.679403550293206,4.773552254886803,5.522260121369072,2.7453321912783957,0
5,4.2,3.2418266666666664,1.5600000000000003,4.698366438000308,4.0,4.499910840896678,4.931346172939174,5.903927921042792,2.728025977714596,0
10,7.0,3.086793333333333,1.7400000000000004,3.7896299746598427,6.0,1.3845049100801745,3.853782371836156,5.784056265553693,3.116628505769264,1
8,10.0,0.6899066666666666,1.9899999999999995,2.192895880926261,4.0,4.86437290202935,3.170702953040556,4.042865002128957,3.638038251199206,1
3,7.1,6.225786666666667,0.38000000000000034,4.975207726265242,4.0,1.912525864519353,4.025362083183104,4.840362435206032,2.6059000318884578,0
3,7.6,5.192566666666667,3.8600000000000003,2.046081563588283,6.0,4.906165527447626,4.821205904065794,5.341276689386346,2.2384468580998123,1
5,9.4,0.83096,2.5300000000000002,4.346032726020166,5.0,2.992066337179464,2.2209038315053258,5.75325810328536,1.8580247858874381,0
8,1.1,3.0269133333333333,0.5800000000000005,2.7359661356410045,4.0,1.0922313768518204,2.89009018399494,6.537902707069962,2.8181985480414578,0
8,7.0,9.113240000000001,4.609999999999999,5.4849431393386165,8.0,2.9874864510579746,4.19318769088892,3.728237144077969,2.3294671740826933,0
5,8.5,2.6491000000000002,4.72,5.845665884083249,4.0,1.8833891557363378,2.7157706168018887,6.970252441955255,3.2328323942934114,1
10,9.5,1.7339866666666668,3.83,2.31385417619373,8.0,4.919866883725279,2.2108117074551483,3.2204526489466936,3.261471575320491,1
5,2.1,5.064713333333333,1.8300000000000005,3.5935297339222863,5.0,3.8181139463546923,4.255371089319521,5.6920355844673285,2.6397413315164204,1
3,5.0,9.861286666666667,3.7,5.20890854600167,6.0,3.6251140173914176,2.9883097756330343,5.980319827211038,2.93784826137835,1
8,6.8,2.6732,4.050000000000001,3.032428834822049,7.0,2.9079507590326568,4.964064526846396,6.784415548548152,1.861797355133385,1
8,2.5,6.8306466666666665,2.71,2.2531014636099447,10.0,1.9292819203696738,4.164059604884734,5.077849687040429,3.4288179355782997,1
3,6.0,7.6956533333333335,1.9299999999999995,5.5534354575973275,4.0,2.650257100182544,3.8524156732003942,5.260993927685766,3.592997796855072,0
5,2.6,2.6304933333333334,3.76,5.026403323490728,7.0,1.2355722813951577,2.2079365760620884,4.203629082218253,3.1109402661140124,1
5,3.3,7.3727599999999995,3.5,5.768586044240047,4.0,4.831305698484748,4.549202297194824,5.836524674860369,3.156509822214864,0
10,4.4,3.888573333333333,1.9299999999999995,3.324243729524498,4.0,3.206135301818567,2.0942186225119492,4.330247838018107,2.6774471599907432,1
0,5.3,6.44562,0.27000000000000024,2.078321071329645,4.0,2.840585798004112,4.04541561978386,6.325920095036334,3.020069851155496,0
3,4.5,6.4574533333333335,1.6300000000000003,2.1397396121423924,4.0,2.519208442051451,3.100342566794004,6.235450188120668,2.2722909491486134,0
5,4.9,5.512486666666667,1.0899999999999999,4.77595391991348,6.0,3.0497936015415865,3.2571939212131826,5.566719909791983,1.0379707516094363,0
10,3.0,1.2061333333333333,3.1699999999999995,5.909627177822511,4.0,1.0807075811030975,2.475496121718283,3.926475595478534,1.7066354455733286,1
10,1.6,8.407926666666667,3.6399999999999997,2.3128239574694125,5.0,1.9074234686490872,4.525147108935416,4.92262722208769,2.6425174652103127,1
8,0.5,3.434206666666667,2.7300000000000004,5.580147313142584,4.0,3.3899977900793115,2.445579485515575,6.095317900140084,1.6233864156607705,0
0,2.0,2.136346666666667,0.9599999999999997,4.793215721686654,4.0,1.6785570771156157,2.71031212064476,3.114422655679692,2.7853995036641663,0
5,5.8,0.7274933333333333,2.72,4.833480943945778,7.0,4.570826919394657,2.857705888380901,4.057364485046383,2.7426000500967995,0
3,7.9,6.0453,0.7699999999999996,3.1986751935911686,8.0,2.937437547008968,4.853177679405811,4.813102954243047,3.8875009475814015,0
10,1.7,6.88312,0.06000000000000005,4.493886283958579,7.0,2.9770549741774786,3.987219696240751,4.046302361226919,2.915388554928215,1
8,1.1,0.49368,4.64,5.91092668825107,4.0,1.6748861690056716,4.853674164167082,6.987294246799673,2.422513992518177,1
10,7.5,5.283566666666667,4.77,5.663271670999972,6.0,2.3530436322999972,2.8428589845480117,5.604690618478664,3.769172063448303,1
0,3.1,2.5227933333333334,4.25,5.848081290608398,5.0,3.632636949095913,4.188324476246081,3.0102857940887717,2.551068481921952,1
0,9.5,6.570006666666667,3.0800000000000005,4.200806023736849,4.0,1.8153723815307603,4.162242062859469,4.471787470206157,2.121753391176848,1
5,7.1,2.018873333333333,4.340000000000001,4.816669933884281,4.0,4.597852169046181,4.496300792551661,5.020225129650511,1.3297011569543946,0
3,3.3,7.0124,0.6499999999999995,4.669881852413423,4.0,2.913166844640043,2.997652385024993,6.492790151936777,3.464658098566022,0
3,2.9,4.071773333333333,4.88,3.1692433246075766,5.0,1.5964102604503974,2.4563308239652146,4.646368737746176,1.8969655881619496,1
8,5.2,9.388386666666667,3.42,2.6686209548499584,4.0,3.446403552899977,4.75392462224501,6.348335436717341,1.8110086339109734,1
10,0.8,1.6627,4.08,2.8366566451545414,4.0,3.6426458711509877,4.21575892134358,3.1010116338988993,2.8615636106985516,1
3,1.2,3.630306666666667,0.3400000000000003,3.2215883466088644,6.0,2.9542772512392403,4.269970396881144,4.596502143250851,3.6998064893222793,0
0,1.8,1.4302466666666667,1.6500000000000004,2.5347597513817477,8.0,3.663776044926713,3.862060856418938,6.561778302741801,3.6420881111464296,1
10,7.7,9.27204,0.4400000000000004,2.4101126544140477,4.0,4.491898761529113,2.527666712438761,4.490474545596578,1.6021735610031742,1
3,5.1,8.81428,0.14000000000000012,2.732561722453928,4.0,2.120751701881342,3.8422666749603867,3.9157821702256626,2.869946668504048,0
3,0.1,2.8267666666666664,2.51,3.5854224011644513,4.0,3.286225471456323,2.9098191518980268,5.129886059641361,3.4614320650721053,0
0,6.7,6.71318,3.83,2.723705204629637,4.0,1.1993839642145434,2.467315330970932,4.865561954640816,2.5998509314368246,1
3,4.2,8.233146666666666,4.03,4.278349667630298,8.0,4.570459052616067,4.36411842193127,5.886181095864018,3.5414589648373758,0
10,5.1,5.7002733333333335,3.89,5.878491335890528,6.0,1.9417112816330135,3.3679143661365822,4.356843754884247,1.4605460424157743,1
5,2.1,5.453286666666667,1.4600000000000002,5.307953031937867,4.0,3.2322462599425354,2.3704908744332247,3.6754398538817106,3.6736729471138685,0
5,5.5,2.67124,4.8,5.089043145564237,6.0,4.013378843611144,4.512707532510318,6.918261080172112,3.6287480446318523,0
8,9.8,1.2333266666666667,4.74,4.280052201573991,6.0,2.393369656635974,4.732639315547821,6.055194470582155,1.9066682057053637,1
5,0.7,9.00642,1.9599999999999995,3.333047732963649,4.0,3.043412568440866,3.245785179110252,3.475712676663149,2.3964865538267803,0
10,2.8,9.037373333333333,1.7900000000000005,3.7865918970659345,4.0,2.1590972809908817,3.1504705891255456,5.1064218272341755,3.156318245296157,1
0,2.4,6.453313333333333,1.6700000000000004,2.72568575875683,4.0,4.029069301104213,4.924996264732524,5.625704209337503,2.5997555010830653,0
0,2.5,3.6106200000000004,3.1399999999999997,4.811727846436116,4.0,3.527646720269861,3.613457117440043,5.257546760268662,1.6406757578713416,1
0,3.8,3.7090266666666665,0.9699999999999998,2.6094582459603664,4.0,2.077606984513975,4.795899556113697,6.947377279875288,2.7963312554647572,0
3,8.2,7.350906666666667,2.33,3.72076760134674,4.0,2.2511914237749107,3.2508410462752497,3.260271013575942,2.2639372348551587,1
0,9.1,9.0054,4.47,5.827433124585311,4.0,1.9777827347031405,2.0510270825715455,4.863858823859371,3.0740978180412686,1
5,2.0,8.9085,1.0099999999999998,4.805246814986422,8.0,3.0847316034759946,4.409589496028419,3.9769238191022778,2.355802525546959,0
8,5.4,7.872133333333334,0.2300000000000002,3.5706029538115307,4.0,2.5370164616557527,3.1261073956576606,5.913879920437348,2.8287289011097476,1
